PowerOnNanos,PowerOnPhysics,PowerOnRedstone,PowerOffNanos,PowerOffPhysics,PowerOffRedstone
1521875,6,365,3564167,6,1184
1465250,6,365,3608042,6,1184
1441000,6,365,3995667,6,1184
1464500,6,365,3669583,6,1184
3223666,6,365,5584083,6,1184
1536125,6,365,3924750,6,1184
1516125,6,365,3665125,6,1184
1457083,6,365,8663667,6,1184
1661208,6,365,3622417,6,1184
1449833,6,365,3560500,6,1184
1417292,6,365,3610791,6,1184
1510250,6,365,3705875,6,1184
1425792,6,365,3548625,6,1184
1433208,6,365,4843750,6,1184
1472875,6,365,3635833,6,1184
1568167,6,365,3582833,6,1184
1428833,6,365,3552000,6,1184
1551375,6,365,6102292,6,1184
1368500,6,365,5506875,6,1184
1571417,6,365,3810708,6,1184
1523166,6,365,3772750,6,1184
1658250,6,365,3914792,6,1184
1569625,6,365,3666584,6,1184
1487000,6,365,3658334,6,1184
1493708,6,365,3883625,6,1184
1490917,6,365,3545875,6,1184
1504500,6,365,3531959,6,1184
1663625,6,365,3736375,6,1184
1477459,6,365,3635375,6,1184
1398292,6,365,3861250,6,1184
1540000,6,365,3662958,6,1184
1495250,6,365,3701458,6,1184
1454708,6,365,3590666,6,1184
1530500,6,365,6027000,6,1184
1489292,6,365,3613167,6,1184
1541459,6,365,3757084,6,1184
1487125,6,365,3568541,6,1184
1430500,6,365,3553292,6,1184
1558292,6,365,3848834,6,1184
1507167,6,365,3662917,6,1184
1501500,6,365,3624583,6,1184
1809209,6,365,7019916,6,1184
1521417,6,365,4038833,6,1184
1662791,6,365,3971375,6,1184
1500666,6,365,3640167,6,1184
1418875,6,365,3583417,6,1184
1450292,6,365,3582458,6,1184
1425167,6,365,3615458,6,1184
1579084,6,365,3813750,6,1184
1490375,6,365,3622083,6,1184
1488292,6,365,3574209,6,1184
4494541,6,365,3700542,6,1184
1531625,6,365,3617042,6,1184
1457041,6,365,3543792,6,1184
1598458,6,365,3823667,6,1184
1450125,6,365,3592000,6,1184
1444417,6,365,3551416,6,1184
1544291,6,365,3910333,6,1184
1564958,6,365,3633625,6,1184
1649583,6,365,4041792,6,1184
1471000,6,365,3564791,6,1184
4296333,6,365,3718167,6,1184
1573834,6,365,3669709,6,1184
1467708,6,365,3567500,6,1184
1452667,6,365,3524459,6,1184
1698208,6,365,5926167,6,1184
1428916,6,365,3574042,6,1184
1434750,6,365,3566750,6,1184
1676750,6,365,3733000,6,1184
1438542,6,365,3588209,6,1184
1431792,6,365,3596958,6,1184
1633709,6,365,7279292,6,1184
1488500,6,365,3644625,6,1184
1475334,6,365,3615333,6,1184
1450042,6,365,3596917,6,1184
1433792,6,365,3579125,6,1184
2442166,6,365,4843708,6,1184
1575916,6,365,3732208,6,1184
1435166,6,365,3669083,6,1184
1695167,6,365,5364708,6,1184
1500875,6,365,3795041,6,1184
1500458,6,365,3705041,6,1184
1609500,6,365,3595208,6,1184
1458666,6,365,3652750,6,1184
2637083,6,365,3971334,6,1184
1547416,6,365,3714916,6,1184
1445500,6,365,3608125,6,1184
1545375,6,365,3728375,6,1184
1445500,6,365,3617708,6,1184
1521875,6,365,3742875,6,1184
1461375,6,365,3617667,6,1184
1467459,6,365,3645292,6,1184
1448000,6,365,3996250,6,1184
1470250,6,365,6522709,6,1184
1460375,6,365,3591541,6,1184
1629167,6,365,3734167,6,1184
1449250,6,365,3495917,6,1184
1422291,6,365,3589375,6,1184
1537583,6,365,3616125,6,1184
1431375,6,365,3552417,6,1184
