PowerOnNanos,PowerOnPhysics,PowerOnRedstone,PowerOffNanos,PowerOffPhysics,PowerOffRedstone
6104792,11136,265,22441167,43518,1036
11494833,11136,265,25613875,43518,1036
5597000,11136,265,29493042,43518,1036
5879833,11136,265,22325375,43518,1036
5807958,11136,265,21935625,43518,1036
10518667,11136,265,22682084,43518,1036
5461792,11136,265,21837084,43518,1036
5852792,11136,265,22236083,43518,1036
6423125,11136,265,22069208,43518,1036
5497959,11136,265,27491167,43518,1036
5528959,11136,265,23453875,43518,1036
6148875,11136,265,22664125,43518,1036
5632833,11136,265,26997292,43518,1036
5642209,11136,265,24331750,43518,1036
6013208,11136,265,24076708,43518,1036
5839792,11136,265,23088709,43518,1036
5490708,11136,265,24311375,43518,1036
8042917,11136,265,21656875,43518,1036
5560500,11136,265,26190166,43518,1036
6130833,11136,265,26599417,43518,1036
5441209,11136,265,22622833,43518,1036
5575667,11136,265,25820459,43518,1036
5424500,11136,265,25909875,43518,1036
5627041,11136,265,22904500,43518,1036
5481500,11136,265,27985042,43518,1036
5585458,11136,265,22498375,43518,1036
5536417,11136,265,28168791,43518,1036
5978125,11136,265,22167666,43518,1036
8248291,11136,265,25511708,43518,1036
5969250,11136,265,22140750,43518,1036
6187833,11136,265,22670917,43518,1036
5955333,11136,265,26968000,43518,1036
5441917,11136,265,22673500,43518,1036
9120458,11136,265,24306834,43518,1036
7961500,11136,265,25542292,43518,1036
5412959,11136,265,22115375,43518,1036
5577250,11136,265,22583500,43518,1036
7605292,11136,265,22578167,43518,1036
5429333,11136,265,25190958,43518,1036
5955459,11136,265,25354792,43518,1036
5539917,11136,265,22268875,43518,1036
5518750,11136,265,26222208,43518,1036
5487750,11136,265,26735417,43518,1036
5483958,11136,265,22095750,43518,1036
7089083,11136,265,22878458,43518,1036
8815625,11136,265,28314334,43518,1036
5487584,11136,265,28453584,43518,1036
6032125,11136,265,27273917,43518,1036
5663167,11136,265,22501292,43518,1036
5562500,11136,265,28395750,43518,1036
5952375,11136,265,23931666,43518,1036
6042166,11136,265,22845416,43518,1036
6040625,11136,265,21941000,43518,1036
5489125,11136,265,28731084,43518,1036
5631541,11136,265,21699000,43518,1036
8446792,11136,265,22167000,43518,1036
5555625,11136,265,26261958,43518,1036
5471667,11136,265,25652625,43518,1036
5505584,11136,265,25434417,43518,1036
5593042,11136,265,26864041,43518,1036
6004417,11136,265,22888167,43518,1036
5407958,11136,265,25701791,43518,1036
5466208,11136,265,28425833,43518,1036
5662417,11136,265,21488333,43518,1036
5996125,11136,265,26605042,43518,1036
5830500,11136,265,21759333,43518,1036
5557542,11136,265,23338083,43518,1036
5602042,11136,265,24511666,43518,1036
5621542,11136,265,27656583,43518,1036
5455750,11136,265,24190209,43518,1036
5559084,11136,265,24700375,43518,1036
5889708,11136,265,22801541,43518,1036
5487750,11136,265,28095792,43518,1036
5440208,11136,265,24906292,43518,1036
5605042,11136,265,22289000,43518,1036
5461041,11136,265,29103500,43518,1036
5728333,11136,265,28943666,43518,1036
5646834,11136,265,27512625,43518,1036
5777500,11136,265,21992459,43518,1036
5916834,11136,265,22156500,43518,1036
10279084,11136,265,27511875,43518,1036
5594208,11136,265,24412542,43518,1036
7511667,11136,265,23070708,43518,1036
5484375,11136,265,25388500,43518,1036
5512958,11136,265,22557375,43518,1036
6449333,11136,265,27451541,43518,1036
5859083,11136,265,25879417,43518,1036
5704875,11136,265,21587208,43518,1036
8831875,11136,265,22152667,43518,1036
5506750,11136,265,27201208,43518,1036
5623625,11136,265,27568084,43518,1036
5471500,11136,265,22046333,43518,1036
8215917,11136,265,22484541,43518,1036
5538334,11136,265,30144584,43518,1036
5681875,11136,265,30631333,43518,1036
6342458,11136,265,31417041,43518,1036
5618166,11136,265,23432916,43518,1036
6807750,11136,265,25188500,43518,1036
5421625,11136,265,24809083,43518,1036
5621500,11136,265,24957625,43518,1036
