PowerOnNanos,PowerOnPhysics,PowerOnRedstone,PowerOffNanos,PowerOffPhysics,PowerOffRedstone
1143500,6,221,6038083,6,948
916750,6,221,2752916,6,948
911333,6,221,2791542,6,948
890667,6,221,2881750,6,948
946042,6,221,2824333,6,948
903250,6,221,2785416,6,948
848833,6,221,2759083,6,948
1130542,6,221,2867959,6,948
980375,6,221,2815625,6,948
901291,6,221,2779250,6,948
945417,6,221,2944208,6,948
1048458,6,221,2807792,6,948
949500,6,221,2820667,6,948
929458,6,221,2778083,6,948
996875,6,221,2857875,6,948
1739250,6,221,3019625,6,948
872125,6,221,2744250,6,948
885708,6,221,3099375,6,948
931750,6,221,2782000,6,948
876542,6,221,2765833,6,948
894958,6,221,2941041,6,948
958416,6,221,2810750,6,948
931750,6,221,2797958,6,948
923167,6,221,2771083,6,948
950209,6,221,2784791,6,948
907125,6,221,2856334,6,948
881542,6,221,2754542,6,948
894875,6,221,2962167,6,948
902709,6,221,2704958,6,948
905666,6,221,2964666,6,948
1885125,6,221,3681375,6,948
957167,6,221,2929625,6,948
957834,6,221,2900375,6,948
1007708,6,221,2767167,6,948
2031000,6,221,3582333,6,948
966542,6,221,2832709,6,948
877250,6,221,2796166,6,948
939875,6,221,2784875,6,948
929292,6,221,2864750,6,948
918125,6,221,3042959,6,948
927584,6,221,2985917,6,948
921750,6,221,2830666,6,948
3159708,6,221,4020791,6,948
962916,6,221,3315958,6,948
894500,6,221,2804583,6,948
928666,6,221,2804416,6,948
931208,6,221,2825500,6,948
1338333,6,221,2878666,6,948
913000,6,221,2875500,6,948
920417,6,221,2825750,6,948
1007083,6,221,2783625,6,948
912833,6,221,2833459,6,948
932291,6,221,2788250,6,948
1195292,6,221,3180375,6,948
992584,6,221,2892250,6,948
869916,6,221,2787750,6,948
923583,6,221,2845375,6,948
1348958,6,221,12634834,6,948
1066333,6,221,7322875,6,948
906375,6,221,3010834,6,948
947625,6,221,2829750,6,948
893459,6,221,2769875,6,948
873291,6,221,6034000,6,948
895792,6,221,2744375,6,948
961750,6,221,2971375,6,948
1015667,6,221,2885458,6,948
1287417,6,221,4507000,6,948
989875,6,221,2832584,6,948
903084,6,221,2960250,6,948
850500,6,221,2895125,6,948
976042,6,221,3795125,6,948
872833,6,221,3022458,6,948
957750,6,221,2847709,6,948
890583,6,221,2813458,6,948
1233667,6,221,3277459,6,948
963208,6,221,3014709,6,948
848167,6,221,2918542,6,948
904459,6,221,2860541,6,948
903458,6,221,5665583,6,948
956792,6,221,3095625,6,948
1017750,6,221,2758833,6,948
977125,6,221,2847834,6,948
912875,6,221,2776042,6,948
907209,6,221,2767583,6,948
2818917,6,221,4392167,6,948
927542,6,221,2735417,6,948
918584,6,221,2843917,6,948
916584,6,221,2784292,6,948
888458,6,221,2912583,6,948
3338708,6,221,4194542,6,948
885792,6,221,2763459,6,948
894625,6,221,2910584,6,948
907459,6,221,2789834,6,948
879250,6,221,2806667,6,948
879667,6,221,5850541,6,948
975167,6,221,2907500,6,948
902208,6,221,2758667,6,948
933542,6,221,2825458,6,948
882167,6,221,2742000,6,948
2092083,6,221,3692125,6,948
