PowerOnNanos,PowerOnPhysics,PowerOnRedstone,PowerOffNanos,PowerOffPhysics,PowerOffRedstone
61375,68,25,41083,43,25
863292,68,25,42709,43,25
73209,68,25,63167,43,25
71250,68,25,39667,43,25
74958,68,25,39583,43,25
83833,68,25,41333,43,25
78750,68,25,40209,43,25
77792,68,25,40250,43,25
79208,68,25,44833,43,25
75667,68,25,42792,43,25
62542,68,25,36583,43,25
52333,68,25,35125,43,25
85042,68,25,166125,43,25
77625,68,25,44000,43,25
75750,68,25,39500,43,25
52458,68,25,43000,43,25
61250,68,25,37833,43,25
50167,68,25,36375,43,25
76875,68,25,37791,43,25
74958,68,25,40750,43,25
75125,68,25,37000,43,25
83500,68,25,38417,43,25
55542,68,25,40542,43,25
71625,68,25,47833,43,25
89708,68,25,46625,43,25
67708,68,25,36208,43,25
87542,68,25,43417,43,25
146750,68,25,46042,43,25
69042,68,25,40333,43,25
52292,68,25,35708,43,25
94375,68,25,40625,43,25
420792,68,25,257208,43,25
75375,68,25,37125,43,25
57042,68,25,33334,43,25
55375,68,25,40250,43,25
73625,68,25,38292,43,25
54583,68,25,35417,43,25
95417,68,25,43958,43,25
57834,68,25,37917,43,25
44041,68,25,33875,43,25
73958,68,25,157375,43,25
58291,68,25,39875,43,25
70791,68,25,38166,43,25
74959,68,25,40167,43,25
59583,68,25,37833,43,25
59542,68,25,45042,43,25
57500,68,25,39042,43,25
42166,68,25,35166,43,25
70500,68,25,130292,43,25
43625,68,25,39416,43,25
63500,68,25,37708,43,25
70000,68,25,36167,43,25
120584,68,25,42000,43,25
50250,68,25,34459,43,25
76750,68,25,39166,43,25
66167,68,25,42750,43,25
94083,68,25,45709,43,25
102709,68,25,41708,43,25
73916,68,25,39333,43,25
140292,68,25,49416,43,25
41708,68,25,37375,43,25
62250,68,25,35334,43,25
88875,68,25,44542,43,25
76125,68,25,46000,43,25
48791,68,25,33042,43,25
94250,68,25,115083,43,25
57375,68,25,44209,43,25
82125,68,25,41958,43,25
71167,68,25,37500,43,25
60583,68,25,36250,43,25
86833,68,25,41666,43,25
49334,68,25,39500,43,25
438250,68,25,93459,43,25
72375,68,25,45417,43,25
75750,68,25,41083,43,25
41209,68,25,36666,43,25
78917,68,25,36875,43,25
53375,68,25,33666,43,25
46667,68,25,37333,43,25
84583,68,25,37792,43,25
49709,68,25,39625,43,25
98958,68,25,45125,43,25
68875,68,25,41500,43,25
72500,68,25,37667,43,25
48250,68,25,40125,43,25
77708,68,25,63750,43,25
58125,68,25,34250,43,25
58791,68,25,38291,43,25
49042,68,25,33125,43,25
72750,68,25,43250,43,25
45000,68,25,33292,43,25
51250,68,25,32958,43,25
43625,68,25,38833,43,25
78667,68,25,39834,43,25
40625,68,25,36750,43,25
60166,68,25,39208,43,25
71292,68,25,42209,43,25
82250,68,25,47125,43,25
53417,68,25,37708,43,25
74959,68,25,53792,43,25
