PowerOnNanos,PowerOnPhysics,PowerOnRedstone,PowerOffNanos,PowerOffPhysics,PowerOffRedstone
250333,512,181,211292,331,181
244667,512,181,217541,331,181
302708,512,181,220708,331,181
246792,512,181,209625,331,181
294834,512,181,225792,331,181
243083,512,181,218875,331,181
242833,512,181,199458,331,181
216041,512,181,202208,331,181
273875,512,181,204583,331,181
249542,512,181,205000,331,181
294083,512,181,248750,331,181
290250,512,181,218250,331,181
236542,512,181,217958,331,181
216042,512,181,205209,331,181
225917,512,181,207208,331,181
373250,512,181,339292,331,181
230042,512,181,207792,331,181
241334,512,181,219500,331,181
453208,512,181,677291,331,181
264125,512,181,223542,331,181
311250,512,181,239500,331,181
254333,512,181,216667,331,181
345583,512,181,227125,331,181
269375,512,181,227792,331,181
244583,512,181,204291,331,181
317334,512,181,225334,331,181
346833,512,181,234542,331,181
274500,512,181,246208,331,181
223667,512,181,213000,331,181
221833,512,181,211584,331,181
320875,512,181,880292,331,181
247958,512,181,211833,331,181
228458,512,181,209625,331,181
223541,512,181,225958,331,181
234334,512,181,208625,331,181
305833,512,181,231583,331,181
268791,512,181,233042,331,181
240625,512,181,215667,331,181
234750,512,181,213041,331,181
276250,512,181,238458,331,181
248000,512,181,206084,331,181
244750,512,181,218167,331,181
226708,512,181,205417,331,181
242792,512,181,214292,331,181
209250,512,181,203000,331,181
251458,512,181,214791,331,181
227584,512,181,210291,331,181
224333,512,181,222167,331,181
253125,512,181,209833,331,181
295333,512,181,221917,331,181
479250,512,181,345792,331,181
236084,512,181,215958,331,181
245875,512,181,209709,331,181
262000,512,181,211583,331,181
238791,512,181,230417,331,181
229791,512,181,207542,331,181
313333,512,181,234459,331,181
266791,512,181,225666,331,181
350042,512,181,230750,331,181
267708,512,181,224875,331,181
306500,512,181,227542,331,181
253792,512,181,220583,331,181
239041,512,181,218583,331,181
246125,512,181,206584,331,181
309875,512,181,235500,331,181
254083,512,181,221792,331,181
291084,512,181,232417,331,181
1136000,512,181,232542,331,181
252833,512,181,221542,331,181
280750,512,181,220375,331,181
228125,512,181,211708,331,181
224583,512,181,218292,331,181
219916,512,181,308709,331,181
334667,512,181,213416,331,181
232500,512,181,225041,331,181
251458,512,181,231291,331,181
230208,512,181,212292,331,181
312000,512,181,225458,331,181
381500,512,181,243500,331,181
261000,512,181,213500,331,181
241083,512,181,205291,331,181
345750,512,181,418333,331,181
242125,512,181,204834,331,181
286792,512,181,219417,331,181
237417,512,181,207584,331,181
263916,512,181,209917,331,181
279875,512,181,241375,331,181
224292,512,181,202208,331,181
282542,512,181,241375,331,181
216459,512,181,205417,331,181
265167,512,181,215709,331,181
284000,512,181,218541,331,181
246458,512,181,221750,331,181
274084,512,181,231291,331,181
319042,512,181,245291,331,181
290834,512,181,210542,331,181
236459,512,181,217375,331,181
228666,512,181,255000,331,181
272250,512,181,229416,331,181
263291,512,181,215125,331,181
