PowerOnNanos,PowerOnPhysics,PowerOnRedstone,PowerOffNanos,PowerOffPhysics,PowerOffRedstone
1198958,6,265,3048584,6,1036
1061084,6,265,3066083,6,1036
1040875,6,265,3346000,6,1036
1055083,6,265,3104250,6,1036
2244542,6,265,3301250,6,1036
1144500,6,265,3195166,6,1036
1049666,6,265,3046875,6,1036
1102250,6,265,3094792,6,1036
1073250,6,265,3548250,6,1036
1098916,6,265,3132958,6,1036
1163875,6,265,3153000,6,1036
1071625,6,265,3053875,6,1036
1074000,6,265,6305167,6,1036
1123459,6,265,3138167,6,1036
1073666,6,265,3223583,6,1036
1119291,6,265,3364167,6,1036
1109000,6,265,3073667,6,1036
1066791,6,265,3066833,6,1036
1085417,6,265,3031958,6,1036
1036292,6,265,5937000,6,1036
1073542,6,265,3411458,6,1036
1218500,6,265,3114625,6,1036
1236792,6,265,3239333,6,1036
1143334,6,265,3211167,6,1036
1134958,6,265,5634209,6,1036
1107542,6,265,3072250,6,1036
1078084,6,265,3505500,6,1036
1152750,6,265,3099083,6,1036
1094584,6,265,3099792,6,1036
2987292,6,265,3710792,6,1036
1133250,6,265,3386500,6,1036
1007334,6,265,3297042,6,1036
1082042,6,265,3119708,6,1036
1540875,6,265,5915417,6,1036
1164416,6,265,3774417,6,1036
2318833,6,265,3748417,6,1036
1315000,6,265,3356708,6,1036
1170375,6,265,3170584,6,1036
1133875,6,265,3126042,6,1036
1068917,6,265,3038208,6,1036
2250875,6,265,4692833,6,1036
1025666,6,265,3279125,6,1036
1085042,6,265,3123791,6,1036
1064834,6,265,3397500,6,1036
1299041,6,265,3323209,6,1036
1140167,6,265,3124917,6,1036
1210417,6,265,3234375,6,1036
1234750,6,265,3196625,6,1036
1077833,6,265,3059959,6,1036
1152458,6,265,3769333,6,1036
1103625,6,265,3015375,6,1036
1038084,6,265,3065916,6,1036
1150625,6,265,3181542,6,1036
1108292,6,265,3142958,6,1036
1074500,6,265,3131708,6,1036
1126625,6,265,3108917,6,1036
1147208,6,265,3123042,6,1036
1127792,6,265,3067916,6,1036
1165583,6,265,3134542,6,1036
1627791,6,265,4527042,6,1036
1039916,6,265,3077500,6,1036
1095375,6,265,3014042,6,1036
1073584,6,265,3057667,6,1036
1290000,6,265,3112459,6,1036
1239166,6,265,3251666,6,1036
1157958,6,265,4497250,6,1036
1153167,6,265,3211917,6,1036
1278750,6,265,5172792,6,1036
1089458,6,265,3153666,6,1036
1113333,6,265,3205334,6,1036
1108750,6,265,3173833,6,1036
1085083,6,265,3106875,6,1036
3958500,6,265,3266666,6,1036
1298250,6,265,3179000,6,1036
1166833,6,265,3070125,6,1036
1175833,6,265,4611750,6,1036
1118375,6,265,3412292,6,1036
1065291,6,265,7684791,6,1036
1062417,6,265,3034750,6,1036
1123458,6,265,3322583,6,1036
1131791,6,265,3190458,6,1036
1056791,6,265,3069083,6,1036
1694000,6,265,3080708,6,1036
1071625,6,265,3086750,6,1036
1098083,6,265,3092042,6,1036
1177375,6,265,3369625,6,1036
1138541,6,265,3193458,6,1036
1179208,6,265,3096958,6,1036
1170583,6,265,3119042,6,1036
1292125,6,265,3224416,6,1036
1596833,6,265,3509291,6,1036
1191500,6,265,5759583,6,1036
1065125,6,265,3072292,6,1036
1043500,6,265,3047083,6,1036
1209042,6,265,4137292,6,1036
1149792,6,265,3110792,6,1036
1133166,6,265,3030084,6,1036
1139000,6,265,3195292,6,1036
1050791,6,265,3051584,6,1036
1136000,6,265,3220625,6,1036
