PowerOnNanos,PowerOnPhysics,PowerOnRedstone,PowerOffNanos,PowerOffPhysics,PowerOffRedstone
2384541,4752,113,12785625,24870,592
2463292,4752,113,17421042,24870,592
2508209,4752,113,13078625,24870,592
5554667,4752,113,16064750,24870,592
2580625,4752,113,16071792,24870,592
2539917,4752,113,12846584,24870,592
2437333,4752,113,16888583,24870,592
2446834,4752,113,13053833,24870,592
2569333,4752,113,19044667,24870,592
2356792,4752,113,12960500,24870,592
2401375,4752,113,12534667,24870,592
4678625,4752,113,16406458,24870,592
2456833,4752,113,13143791,24870,592
5155750,4752,113,20764708,24870,592
2473458,4752,113,13315833,24870,592
2623083,4752,113,16504167,24870,592
2406584,4752,113,12938125,24870,592
4916750,4752,113,20882167,24870,592
2397000,4752,113,12750417,24870,592
2470959,4752,113,12395625,24870,592
5657791,4752,113,13942125,24870,592
2443833,4752,113,12703917,24870,592
3853000,4752,113,15515584,24870,592
2396084,4752,113,12871916,24870,592
2539833,4752,113,12948542,24870,592
4528958,4752,113,17920875,24870,592
2503000,4752,113,13431250,24870,592
2331875,4752,113,15012458,24870,592
2799042,4752,113,12730417,24870,592
2702791,4752,113,12641333,24870,592
2581375,4752,113,18359458,24870,592
2566416,4752,113,12867208,24870,592
2376000,4752,113,13312583,24870,592
4886625,4752,113,18349208,24870,592
2381917,4752,113,13379125,24870,592
2447916,4752,113,21009291,24870,592
2363834,4752,113,13089750,24870,592
2487209,4752,113,12988000,24870,592
3903208,4752,113,16486333,24870,592
2382208,4752,113,12730291,24870,592
2315583,4752,113,16654541,24870,592
2364292,4752,113,13178125,24870,592
2428958,4752,113,12617459,24870,592
2535042,4752,113,18971709,24870,592
2407583,4752,113,12812167,24870,592
2583792,4752,113,19271666,24870,592
2366041,4752,113,12765292,24870,592
2336458,4752,113,13424333,24870,592
3212750,4752,113,13150708,24870,592
5624917,4752,113,13272042,24870,592
2405959,4752,113,12633666,24870,592
3731167,4752,113,18488334,24870,592
2467625,4752,113,12664750,24870,592
2724500,4752,113,12987542,24870,592
2307875,4752,113,14905041,24870,592
2508375,4752,113,12528667,24870,592
2360042,4752,113,13000166,24870,592
2594083,4752,113,12907541,24870,592
2523333,4752,113,13018333,24870,592
2378208,4752,113,13623375,24870,592
2322084,4752,113,15887625,24870,592
2301125,4752,113,12811875,24870,592
2293208,4752,113,12537583,24870,592
2422708,4752,113,12902000,24870,592
2381208,4752,113,12799666,24870,592
4565167,4752,113,14480084,24870,592
2391542,4752,113,12841375,24870,592
2396583,4752,113,13097167,24870,592
3605375,4752,113,13908916,24870,592
2438167,4752,113,13103333,24870,592
2307625,4752,113,19915542,24870,592
2482917,4752,113,13185916,24870,592
2382125,4752,113,12777416,24870,592
4108000,4752,113,13730583,24870,592
2364125,4752,113,12729625,24870,592
2394125,4752,113,19554209,24870,592
2416875,4752,113,12878167,24870,592
2484084,4752,113,12849125,24870,592
3799375,4752,113,16265625,24870,592
2397041,4752,113,13285042,24870,592
2304958,4752,113,15237500,24870,592
2482250,4752,113,12640625,24870,592
4873458,4752,113,20138667,24870,592
2579917,4752,113,12955292,24870,592
2361541,4752,113,16379208,24870,592
2345417,4752,113,13340583,24870,592
2543291,4752,113,18736291,24870,592
2517709,4752,113,13182750,24870,592
2336292,4752,113,12959958,24870,592
2365250,4752,113,17811416,24870,592
2300958,4752,113,13104291,24870,592
2416833,4752,113,12526458,24870,592
2310458,4752,113,19313333,24870,592
2441083,4752,113,13063708,24870,592
2818583,4752,113,19317500,24870,592
2437250,4752,113,15879917,24870,592
2674083,4752,113,16553541,24870,592
2415417,4752,113,12271834,24870,592
5796541,4752,113,16924250,24870,592
2484417,4752,113,12969125,24870,592
