PowerOnNanos,PowerOnPhysics,PowerOnRedstone,PowerOffNanos,PowerOffPhysics,PowerOffRedstone
1533583,896,313,516625,583,313
435750,896,313,368333,583,313
544375,896,313,388875,583,313
405167,896,313,361083,583,313
443541,896,313,347000,583,313
426000,896,313,352500,583,313
404791,896,313,356333,583,313
543166,896,313,412375,583,313
428417,896,313,373750,583,313
383125,896,313,366833,583,313
434167,896,313,354042,583,313
394792,896,313,358208,583,313
433000,896,313,367208,583,313
499542,896,313,367042,583,313
422334,896,313,366541,583,313
418417,896,313,340917,583,313
389875,896,313,380666,583,313
478292,896,313,1150791,583,313
503334,896,313,375041,583,313
381917,896,313,366459,583,313
429208,896,313,378458,583,313
486583,896,313,352667,583,313
412458,896,313,357958,583,313
390167,896,313,352958,583,313
488125,896,313,367042,583,313
443833,896,313,388375,583,313
420125,896,313,357875,583,313
622458,896,313,523834,583,313
500000,896,313,389666,583,313
386792,896,313,353667,583,313
377959,896,313,355459,583,313
447333,896,313,358833,583,313
424833,896,313,351750,583,313
394625,896,313,358167,583,313
466834,896,313,388375,583,313
431333,896,313,360291,583,313
432792,896,313,361167,583,313
384916,896,313,365792,583,313
444416,896,313,351041,583,313
497625,896,313,379084,583,313
386416,896,313,360666,583,313
467000,896,313,369959,583,313
403583,896,313,373042,583,313
455583,896,313,418292,583,313
440750,896,313,576500,583,313
453667,896,313,366375,583,313
420167,896,313,376833,583,313
463458,896,313,343875,583,313
422833,896,313,360083,583,313
438292,896,313,365125,583,313
374208,896,313,351083,583,313
409209,896,313,359834,583,313
480709,896,313,362458,583,313
380959,896,313,392917,583,313
447667,896,313,359083,583,313
432833,896,313,379750,583,313
449375,896,313,364542,583,313
391791,896,313,357000,583,313
549125,896,313,383292,583,313
477833,896,313,360416,583,313
403333,896,313,384959,583,313
430208,896,313,362542,583,313
395500,896,313,376417,583,313
426375,896,313,364833,583,313
474750,896,313,354041,583,313
387083,896,313,385583,583,313
533250,896,313,1906375,583,313
480041,896,313,364583,583,313
437209,896,313,360792,583,313
417375,896,313,362166,583,313
384666,896,313,352500,583,313
424792,896,313,400166,583,313
391333,896,313,346291,583,313
385334,896,313,356208,583,313
442292,896,313,361584,583,313
417625,896,313,359875,583,313
482333,896,313,1541084,583,313
485959,896,313,367500,583,313
451542,896,313,366750,583,313
438292,896,313,363375,583,313
420125,896,313,363959,583,313
476417,896,313,486084,583,313
444958,896,313,358584,583,313
437125,896,313,379042,583,313
374500,896,313,362292,583,313
378834,896,313,358625,583,313
454583,896,313,358750,583,313
444750,896,313,364916,583,313
533083,896,313,630333,583,313
447417,896,313,372500,583,313
440667,896,313,356125,583,313
417000,896,313,357083,583,313
388333,896,313,369416,583,313
421250,896,313,426500,583,313
401875,896,313,365584,583,313
433625,896,313,372292,583,313
386750,896,313,375083,583,313
472458,896,313,373833,583,313
450458,896,313,369791,583,313
449208,896,313,361875,583,313
