PowerOnNanos,PowerOnPhysics,PowerOnRedstone,PowerOffNanos,PowerOffPhysics,PowerOffRedstone
157625,36,13,31875,23,13
54542,36,13,31625,23,13
75667,36,13,32542,23,13
63125,36,13,36417,23,13
160834,36,13,32875,23,13
102875,36,13,33709,23,13
107000,36,13,32166,23,13
42709,36,13,26083,23,13
100917,36,13,36667,23,13
62834,36,13,27917,23,13
34833,36,13,23834,23,13
35041,36,13,26000,23,13
82791,36,13,26709,23,13
69542,36,13,30250,23,13
53542,36,13,58000,23,13
47083,36,13,28500,23,13
84917,36,13,41000,23,13
111875,36,13,30209,23,13
87416,36,13,30250,23,13
58375,36,13,26750,23,13
35292,36,13,26292,23,13
97042,36,13,27125,23,13
130500,36,13,39708,23,13
56750,36,13,27125,23,13
32500,36,13,23667,23,13
60833,36,13,31708,23,13
79917,36,13,25000,23,13
56792,36,13,25167,23,13
72125,36,13,26958,23,13
147041,36,13,37250,23,13
45083,36,13,23375,23,13
58125,36,13,24916,23,13
61084,36,13,28583,23,13
51875,36,13,27416,23,13
89250,36,13,32500,23,13
85584,36,13,70333,23,13
57625,36,13,27042,23,13
37125,36,13,24208,23,13
30083,36,13,25292,23,13
82750,36,13,82166,23,13
51250,36,13,25666,23,13
177500,36,13,30958,23,13
64458,36,13,29250,23,13
68792,36,13,30084,23,13
79334,36,13,28333,23,13
139417,36,13,30708,23,13
63375,36,13,44209,23,13
40125,36,13,26209,23,13
87083,36,13,28459,23,13
112042,36,13,35334,23,13
46916,36,13,29541,23,13
82792,36,13,26667,23,13
87500,36,13,29416,23,13
82083,36,13,27333,23,13
93625,36,13,27750,23,13
265167,36,13,33750,23,13
73792,36,13,26042,23,13
55625,36,13,26625,23,13
71584,36,13,27709,23,13
57208,36,13,25875,23,13
34542,36,13,23458,23,13
75459,36,13,28083,23,13
47875,36,13,30834,23,13
31250,36,13,22625,23,13
49000,36,13,24958,23,13
40167,36,13,25375,23,13
68041,36,13,27250,23,13
53666,36,13,29042,23,13
67916,36,13,24041,23,13
55917,36,13,26125,23,13
67041,36,13,27917,23,13
86791,36,13,28250,23,13
50250,36,13,23417,23,13
69167,36,13,30375,23,13
99084,36,13,39792,23,13
73167,36,13,33084,23,13
47833,36,13,22667,23,13
75667,36,13,33708,23,13
112792,36,13,34125,23,13
75958,36,13,37291,23,13
240667,36,13,67500,23,13
80583,36,13,28916,23,13
66917,36,13,29292,23,13
72792,36,13,32375,23,13
104542,36,13,27292,23,13
77750,36,13,30041,23,13
81041,36,13,31125,23,13
73125,36,13,23500,23,13
36166,36,13,27959,23,13
58958,36,13,27708,23,13
31875,36,13,26166,23,13
74125,36,13,35000,23,13
60125,36,13,27916,23,13
71292,36,13,28792,23,13
64416,36,13,26250,23,13
35000,36,13,26458,23,13
66417,36,13,40000,23,13
97417,36,13,31458,23,13
42417,36,13,26708,23,13
36875,36,13,24625,23,13
