PowerOnNanos,PowerOnPhysics,PowerOnRedstone,PowerOffNanos,PowerOffPhysics,PowerOffRedstone
1885292,3660,87,16059833,20166,480
1897750,3660,87,10804500,20166,480
1891625,3660,87,16129208,20166,480
1817541,3660,87,10256958,20166,480
1841000,3660,87,10910917,20166,480
1790750,3660,87,19453875,20166,480
2023833,3660,87,10553167,20166,480
1943417,3660,87,10528541,20166,480
1770625,3660,87,14463250,20166,480
1824250,3660,87,15215666,20166,480
1844875,3660,87,15046625,20166,480
1978958,3660,87,10285875,20166,480
1906083,3660,87,17857917,20166,480
1928667,3660,87,10629875,20166,480
1836417,3660,87,10485416,20166,480
1795542,3660,87,10253583,20166,480
1897542,3660,87,10085292,20166,480
3439333,3660,87,12471500,20166,480
1845583,3660,87,10195375,20166,480
1737667,3660,87,13419167,20166,480
1916584,3660,87,10344500,20166,480
2118250,3660,87,10220916,20166,480
3403750,3660,87,11218792,20166,480
1902375,3660,87,10655166,20166,480
1777834,3660,87,14458792,20166,480
1818542,3660,87,10342875,20166,480
1877959,3660,87,10335250,20166,480
1838416,3660,87,10648458,20166,480
1896458,3660,87,10340417,20166,480
1931041,3660,87,16038000,20166,480
1793625,3660,87,10647833,20166,480
1923375,3660,87,13206500,20166,480
1887792,3660,87,10226166,20166,480
1738792,3660,87,16728209,20166,480
2033542,3660,87,10469917,20166,480
1879708,3660,87,10628334,20166,480
1843208,3660,87,10489042,20166,480
1931834,3660,87,17539875,20166,480
1849500,3660,87,10515083,20166,480
1898875,3660,87,10571459,20166,480
1746833,3660,87,17221500,20166,480
1807042,3660,87,10073750,20166,480
1970208,3660,87,13649167,20166,480
1853792,3660,87,10789875,20166,480
1827541,3660,87,10398250,20166,480
1941000,3660,87,17239834,20166,480
1901000,3660,87,10580125,20166,480
1923250,3660,87,10614125,20166,480
2963334,3660,87,12116458,20166,480
1794958,3660,87,10281375,20166,480
1981292,3660,87,10318292,20166,480
2813417,3660,87,10411917,20166,480
1911208,3660,87,10662292,20166,480
1864584,3660,87,14316042,20166,480
1835125,3660,87,10160791,20166,480
1824042,3660,87,10255250,20166,480
1893292,3660,87,10358042,20166,480
2940875,3660,87,15215625,20166,480
1856959,3660,87,10619208,20166,480
1867334,3660,87,16334250,20166,480
2064584,3660,87,10209458,20166,480
1913750,3660,87,10468959,20166,480
4438792,3660,87,13769583,20166,480
1847000,3660,87,10152667,20166,480
1850625,3660,87,13375958,20166,480
1949667,3660,87,10352708,20166,480
1844334,3660,87,10313083,20166,480
1741625,3660,87,9990750,20166,480
5004500,3660,87,15500125,20166,480
1949125,3660,87,11781500,20166,480
1809083,3660,87,10050458,20166,480
3802333,3660,87,11518750,20166,480
1889500,3660,87,10022541,20166,480
1837541,3660,87,17069500,20166,480
1780459,3660,87,10458250,20166,480
1834750,3660,87,10059458,20166,480
1776042,3660,87,15804584,20166,480
1902708,3660,87,10581542,20166,480
1904875,3660,87,10395000,20166,480
1840792,3660,87,15295250,20166,480
1830417,3660,87,10218125,20166,480
3911792,3660,87,10411125,20166,480
1924791,3660,87,16605792,20166,480
1920084,3660,87,10445625,20166,480
1799250,3660,87,10326417,20166,480
3207750,3660,87,12747958,20166,480
1806500,3660,87,10349208,20166,480
2499167,3660,87,12908041,20166,480
1842875,3660,87,10404333,20166,480
1846417,3660,87,13183125,20166,480
1907250,3660,87,10483208,20166,480
4465250,3660,87,14489833,20166,480
1959875,3660,87,10576416,20166,480
1742750,3660,87,10073166,20166,480
1920458,3660,87,13773416,20166,480
1795834,3660,87,10655833,20166,480
1843083,3660,87,10166958,20166,480
1770708,3660,87,10277791,20166,480
1962083,3660,87,10302833,20166,480
1886417,3660,87,15356250,20166,480
