PowerOnNanos,PowerOnPhysics,PowerOnRedstone,PowerOffNanos,PowerOffPhysics,PowerOffRedstone
437084,628,221,276625,407,221
273625,628,221,250583,407,221
334500,628,221,272458,407,221
297791,628,221,259166,407,221
338709,628,221,258750,407,221
300208,628,221,265458,407,221
287167,628,221,259417,407,221
275541,628,221,243625,407,221
322875,628,221,266583,407,221
315917,628,221,259708,407,221
281542,628,221,289875,407,221
319000,628,221,268541,407,221
308083,628,221,247458,407,221
344000,628,221,257625,407,221
282583,628,221,259166,407,221
310375,628,221,261750,407,221
291666,628,221,250584,407,221
320667,628,221,257083,407,221
386291,628,221,277875,407,221
265791,628,221,251417,407,221
317542,628,221,256667,407,221
282166,628,221,264792,407,221
339708,628,221,247792,407,221
321292,628,221,263791,407,221
286042,628,221,261375,407,221
301166,628,221,256167,407,221
313875,628,221,272291,407,221
275500,628,221,245292,407,221
340000,628,221,270500,407,221
277250,628,221,251958,407,221
372250,628,221,851500,407,221
314291,628,221,246917,407,221
282666,628,221,254958,407,221
281292,628,221,258667,407,221
300417,628,221,260708,407,221
367333,628,221,1253000,407,221
320667,628,221,259042,407,221
326875,628,221,276250,407,221
316208,628,221,263708,407,221
308041,628,221,271875,407,221
356792,628,221,381625,407,221
387250,628,221,285834,407,221
306625,628,221,265042,407,221
284708,628,221,258250,407,221
270500,628,221,254208,407,221
269334,628,221,283875,407,221
296666,628,221,242833,407,221
355750,628,221,266250,407,221
276917,628,221,269000,407,221
295333,628,221,258959,407,221
339167,628,221,259416,407,221
276458,628,221,250916,407,221
279208,628,221,265000,407,221
349500,628,221,272875,407,221
324417,628,221,272750,407,221
924291,628,221,473666,407,221
324208,628,221,257709,407,221
284750,628,221,251250,407,221
329791,628,221,253541,407,221
337000,628,221,267833,407,221
311709,628,221,260833,407,221
334250,628,221,273834,407,221
296625,628,221,262000,407,221
280584,628,221,259417,407,221
276958,628,221,267041,407,221
315166,628,221,262666,407,221
351208,628,221,291750,407,221
264125,628,221,239834,407,221
277084,628,221,238750,407,221
340125,628,221,258542,407,221
298416,628,221,263666,407,221
311416,628,221,254959,407,221
276125,628,221,254875,407,221
320125,628,221,279334,407,221
283834,628,221,247209,407,221
305750,628,221,397042,407,221
311875,628,221,258125,407,221
299208,628,221,259125,407,221
324208,628,221,267292,407,221
277167,628,221,259833,407,221
322833,628,221,279292,407,221
327208,628,221,260500,407,221
306833,628,221,275333,407,221
279917,628,221,274125,407,221
287167,628,221,250584,407,221
1198000,628,221,288416,407,221
309458,628,221,264375,407,221
297084,628,221,259541,407,221
306417,628,221,276875,407,221
333584,628,221,273583,407,221
350375,628,221,303750,407,221
401250,628,221,330416,407,221
295000,628,221,254750,407,221
349709,628,221,269250,407,221
271583,628,221,258584,407,221
272709,628,221,1835083,407,221
289500,628,221,251083,407,221
285292,628,221,256500,407,221
267834,628,221,255125,407,221
281042,628,221,258875,407,221
