PowerOnNanos,PowerOnPhysics,PowerOnRedstone,PowerOffNanos,PowerOffPhysics,PowerOffRedstone
9150417,15336,365,32305542,49734,1184
7824042,15336,365,25088709,49734,1184
7923833,15336,365,33284333,49734,1184
7557834,15336,365,32663000,49734,1184
8757416,15336,365,30821667,49734,1184
7600000,15336,365,25858709,49734,1184
9097167,15336,365,29775791,49734,1184
7788125,15336,365,28984042,49734,1184
7834792,15336,365,25861000,49734,1184
7696542,15336,365,25441500,49734,1184
7834334,15336,365,26006000,49734,1184
13649958,15336,365,26079250,49734,1184
10870292,15336,365,26089000,49734,1184
7668458,15336,365,27200167,49734,1184
10257542,15336,365,25582375,49734,1184
11290875,15336,365,25054750,49734,1184
7484666,15336,365,28180208,49734,1184
7578709,15336,365,32610500,49734,1184
7447458,15336,365,30338417,49734,1184
7649917,15336,365,32548250,49734,1184
7671167,15336,365,26131958,49734,1184
8001667,15336,365,28891417,49734,1184
8091375,15336,365,28568542,49734,1184
7732417,15336,365,33721625,49734,1184
7472333,15336,365,25294000,49734,1184
7936250,15336,365,28627375,49734,1184
7790000,15336,365,28679667,49734,1184
7684542,15336,365,25396459,49734,1184
7927750,15336,365,25853792,49734,1184
8438375,15336,365,26875750,49734,1184
8068083,15336,365,25482875,49734,1184
12379959,15336,365,26861125,49734,1184
9132917,15336,365,30783334,49734,1184
7925916,15336,365,24847792,49734,1184
7483667,15336,365,28250125,49734,1184
7513958,15336,365,29004792,49734,1184
7435500,15336,365,29736708,49734,1184
7978584,15336,365,29865416,49734,1184
7849083,15336,365,25612875,49734,1184
12019458,15336,365,27740333,49734,1184
7875208,15336,365,31700667,49734,1184
10596083,15336,365,33278875,49734,1184
8366083,15336,365,33465416,49734,1184
7909833,15336,365,33387500,49734,1184
7577792,15336,365,29049541,49734,1184
8226833,15336,365,32081875,49734,1184
7860833,15336,365,32437750,49734,1184
7541042,15336,365,25669833,49734,1184
11136292,15336,365,25905000,49734,1184
12340833,15336,365,27108208,49734,1184
7437084,15336,365,28892167,49734,1184
7367375,15336,365,31076042,49734,1184
8114584,15336,365,28577250,49734,1184
7528375,15336,365,25468083,49734,1184
9965542,15336,365,25905125,49734,1184
13348291,15336,365,25495167,49734,1184
8009625,15336,365,31346333,49734,1184
7617542,15336,365,32250084,49734,1184
7612709,15336,365,31205334,49734,1184
7865709,15336,365,29139000,49734,1184
7484000,15336,365,28233625,49734,1184
7654208,15336,365,25424750,49734,1184
8646166,15336,365,25325250,49734,1184
7763625,15336,365,32166541,49734,1184
7687209,15336,365,32533083,49734,1184
7624500,15336,365,27292833,49734,1184
9892000,15336,365,28113875,49734,1184
7431542,15336,365,27918417,49734,1184
7331000,15336,365,31605125,49734,1184
7448792,15336,365,30905083,49734,1184
7729500,15336,365,469303792,49734,1184
7732250,15336,365,29344625,49734,1184
7497041,15336,365,25447458,49734,1184
7924416,15336,365,25673875,49734,1184
8062334,15336,365,32722541,49734,1184
7474917,15336,365,25363084,49734,1184
7674792,15336,365,25343250,49734,1184
10614292,15336,365,25350959,49734,1184
7817333,15336,365,31651500,49734,1184
7549291,15336,365,28506667,49734,1184
7679375,15336,365,32421334,49734,1184
8105000,15336,365,31111667,49734,1184
7508833,15336,365,25103333,49734,1184
10306541,15336,365,26182500,49734,1184
14843875,15336,365,24907458,49734,1184
7662875,15336,365,28913625,49734,1184
7423042,15336,365,32984000,49734,1184
7715625,15336,365,31490584,49734,1184
7931583,15336,365,28147708,49734,1184
7696166,15336,365,25848417,49734,1184
7809125,15336,365,25851584,49734,1184
8067625,15336,365,30369875,49734,1184
7414417,15336,365,28061125,49734,1184
7383208,15336,365,28770875,49734,1184
7524917,15336,365,31599875,49734,1184
7870250,15336,365,28494416,49734,1184
7620541,15336,365,25328792,49734,1184
11443334,15336,365,28664167,49734,1184
8174209,15336,365,30013375,49734,1184
8183083,15336,365,29098958,49734,1184
