PowerOnNanos,PowerOnPhysics,PowerOnRedstone,PowerOffNanos,PowerOffPhysics,PowerOffRedstone
813917,1728,41,8942042,10926,260
796084,1728,41,5362833,10926,260
962042,1728,41,5101667,10926,260
911916,1728,41,5073041,10926,260
2420209,1728,41,9564834,10926,260
806792,1728,41,5218583,10926,260
818500,1728,41,5367375,10926,260
791542,1728,41,5019334,10926,260
810542,1728,41,7424375,10926,260
1441834,1728,41,6757542,10926,260
834708,1728,41,5264500,10926,260
823209,1728,41,5478083,10926,260
810334,1728,41,10438833,10926,260
822541,1728,41,5420041,10926,260
787458,1728,41,5191042,10926,260
850958,1728,41,5261583,10926,260
827792,1728,41,10024625,10926,260
867584,1728,41,5713500,10926,260
778083,1728,41,5247500,10926,260
847583,1728,41,5326083,10926,260
781166,1728,41,9227875,10926,260
818750,1728,41,5515084,10926,260
846167,1728,41,5045834,10926,260
857667,1728,41,10712000,10926,260
771917,1728,41,5255916,10926,260
782083,1728,41,5379250,10926,260
809916,1728,41,5236167,10926,260
3279250,1728,41,5183917,10926,260
836542,1728,41,5067125,10926,260
872833,1728,41,4992916,10926,260
809125,1728,41,4995167,10926,260
1159375,1728,41,9252334,10926,260
852083,1728,41,5352708,10926,260
823417,1728,41,5129250,10926,260
824542,1728,41,10146583,10926,260
815625,1728,41,5429458,10926,260
835833,1728,41,5515125,10926,260
786750,1728,41,5101292,10926,260
788167,1728,41,11391625,10926,260
845625,1728,41,5391583,10926,260
832666,1728,41,5337417,10926,260
786167,1728,41,5088125,10926,260
785208,1728,41,8097791,10926,260
839375,1728,41,5264667,10926,260
870334,1728,41,5968875,10926,260
833084,1728,41,5459042,10926,260
3997667,1728,41,9557875,10926,260
879916,1728,41,5193250,10926,260
948125,1728,41,5221417,10926,260
864917,1728,41,5145834,10926,260
1002042,1728,41,5294292,10926,260
1549250,1728,41,6826958,10926,260
867292,1728,41,4921583,10926,260
809541,1728,41,5174084,10926,260
1895458,1728,41,8202500,10926,260
761125,1728,41,5349583,10926,260
840250,1728,41,5005416,10926,260
855417,1728,41,5138500,10926,260
844792,1728,41,8575917,10926,260
803542,1728,41,4963542,10926,260
827917,1728,41,5311042,10926,260
839625,1728,41,10195625,10926,260
887583,1728,41,5580959,10926,260
797541,1728,41,4975333,10926,260
835917,1728,41,5212291,10926,260
819333,1728,41,5196209,10926,260
835000,1728,41,5416417,10926,260
800417,1728,41,5242084,10926,260
1055333,1728,41,6071583,10926,260
904875,1728,41,5006875,10926,260
937875,1728,41,5362125,10926,260
3436500,1728,41,9039792,10926,260
830458,1728,41,5026500,10926,260
821250,1728,41,5359416,10926,260
997334,1728,41,5440875,10926,260
2839709,1728,41,6308750,10926,260
1086375,1728,41,5234250,10926,260
804209,1728,41,5559375,10926,260
870125,1728,41,5415041,10926,260
1049500,1728,41,8844458,10926,260
813916,1728,41,5222125,10926,260
824875,1728,41,5627708,10926,260
869791,1728,41,5532541,10926,260
1141459,1728,41,6162500,10926,260
875208,1728,41,5484084,10926,260
812834,1728,41,5377959,10926,260
791333,1728,41,5374084,10926,260
816875,1728,41,5075083,10926,260
1467292,1728,41,8017625,10926,260
824542,1728,41,5352833,10926,260
877834,1728,41,5711083,10926,260
834667,1728,41,5033208,10926,260
1143917,1728,41,8789875,10926,260
795541,1728,41,5604000,10926,260
854000,1728,41,9318625,10926,260
905667,1728,41,5450208,10926,260
831791,1728,41,5439000,10926,260
809041,1728,41,5259917,10926,260
793000,1728,41,11059750,10926,260
820459,1728,41,5077666,10926,260
