PowerOnNanos,PowerOnPhysics,PowerOnRedstone,PowerOffNanos,PowerOffPhysics,PowerOffRedstone
552667,1056,25,3141125,6894,164
503666,1056,25,3152291,6894,164
474292,1056,25,2971125,6894,164
537417,1056,25,3546292,6894,164
474584,1056,25,6054833,6894,164
524459,1056,25,3216458,6894,164
466000,1056,25,3089334,6894,164
944042,1056,25,3404375,6894,164
484333,1056,25,3208583,6894,164
461958,1056,25,3342209,6894,164
484250,1056,25,3413458,6894,164
512750,1056,25,7135416,6894,164
478250,1056,25,3231833,6894,164
527542,1056,25,3091000,6894,164
478958,1056,25,3279833,6894,164
470500,1056,25,3409792,6894,164
499166,1056,25,3422584,6894,164
715958,1056,25,5377584,6894,164
540958,1056,25,3123625,6894,164
486666,1056,25,3343291,6894,164
479708,1056,25,3269000,6894,164
513792,1056,25,3108917,6894,164
791042,1056,25,5728500,6894,164
531167,1056,25,3213333,6894,164
505000,1056,25,3164083,6894,164
491875,1056,25,3151083,6894,164
579500,1056,25,3388583,6894,164
466250,1056,25,5869208,6894,164
745375,1056,25,3582375,6894,164
467667,1056,25,3151708,6894,164
507375,1056,25,3213125,6894,164
474000,1056,25,3115167,6894,164
540750,1056,25,3111333,6894,164
530750,1056,25,5990458,6894,164
508250,1056,25,3073375,6894,164
552667,1056,25,3117208,6894,164
516166,1056,25,3328417,6894,164
538000,1056,25,5141542,6894,164
582958,1056,25,3355833,6894,164
529334,1056,25,3202792,6894,164
480458,1056,25,3332250,6894,164
475875,1056,25,3411125,6894,164
459792,1056,25,2926333,6894,164
532792,1056,25,3312083,6894,164
535709,1056,25,3495500,6894,164
512541,1056,25,3075541,6894,164
521958,1056,25,6774792,6894,164
1503042,1056,25,3482625,6894,164
529292,1056,25,3214625,6894,164
542542,1056,25,6651375,6894,164
505583,1056,25,3187375,6894,164
713500,1056,25,3141083,6894,164
460583,1056,25,3277334,6894,164
488000,1056,25,3313167,6894,164
531041,1056,25,7720125,6894,164
503625,1056,25,3007125,6894,164
502125,1056,25,3160917,6894,164
480459,1056,25,3461083,6894,164
527417,1056,25,3135083,6894,164
539833,1056,25,3339000,6894,164
1982125,1056,25,3374959,6894,164
686416,1056,25,3214666,6894,164
482958,1056,25,3194167,6894,164
487208,1056,25,3219167,6894,164
505959,1056,25,3070208,6894,164
491875,1056,25,3201792,6894,164
1466167,1056,25,4699667,6894,164
465417,1056,25,3046459,6894,164
499792,1056,25,3113666,6894,164
543750,1056,25,3163834,6894,164
442000,1056,25,6406167,6894,164
564083,1056,25,3234084,6894,164
506791,1056,25,3250333,6894,164
481250,1056,25,3100500,6894,164
537250,1056,25,2965333,6894,164
551208,1056,25,3248958,6894,164
819333,1056,25,4888041,6894,164
506959,1056,25,3295875,6894,164
470542,1056,25,3306042,6894,164
487541,1056,25,3273167,6894,164
717792,1056,25,6413292,6894,164
620792,1056,25,3238125,6894,164
466333,1056,25,3203125,6894,164
510042,1056,25,3091917,6894,164
1914000,1056,25,4445959,6894,164
514792,1056,25,3190375,6894,164
499041,1056,25,3059750,6894,164
509834,1056,25,3130166,6894,164
450458,1056,25,5669000,6894,164
568000,1056,25,4330042,6894,164
476750,1056,25,3134042,6894,164
582292,1056,25,3129875,6894,164
475125,1056,25,3116334,6894,164
526542,1056,25,5508583,6894,164
521708,1056,25,3002666,6894,164
562583,1056,25,3038500,6894,164
671041,1056,25,3336667,6894,164
462625,1056,25,3039292,6894,164
1274084,1056,25,4634208,6894,164
483667,1056,25,3149750,6894,164
